id	prompt	entry_point	canonical_solution	test_code
Natural2Code/73	"Please complete the following python function, with only one solution and no explanation and no example usage:
def count_greater_k(numbers: list[int], k: int) -> int:
    """"""
    Given a list of integers and an integer 'k'. Your task is to determine and count the positive integers in the
    the list that is also greater than 'k'

    The size of the given list is between '1' and '100000'
    The value of each integer in the given list is between '-1000' and '1000'
    The value of k is between '-1000' and '1000'

    For example:
        count_greater_k([-1, -2, -3, 1, 2, 3, 4, 5], 1) == 4
        count_greater_k([-4, -3, -2, 1, 4, 7, 9], -10) == 4
        count_greater_k([5, 19, 25, -10, 23, 3], 50) == 0
        count_greater_k([-1, -2, -3, -4, -5], -10) == 0
        count_greater_k([-10, 20, 3, 7, -3, -7], -1) == 3
    """"""
"	count_greater_k	"    length = len(numbers)
    count = 0
    for i in range(length):
        if numbers[i] > k and numbers[i] > 0:
            count += 1
    return count
"	"assert count_greater_k([0, 1, 2], 1) == 1
assert count_greater_k([5, 3, 1, 10, 9, 100], 4) == 4
assert count_greater_k([10, 0, -10, 1, -30], 50) == 0
assert count_greater_k([4, 11, 20, -7, 2, -23], 3) == 3
assert count_greater_k([1, 4, 19, 20, -11, -2, 3, 8], 3) == 4
assert count_greater_k([5, 3, 2, -1, 2, -3, 4, -2], 1) == 5"
Natural2Code/74	"Please complete the following python function, with only one solution and no explanation and no example usage:
def interval_exists(a: list[int]) -> bool:
    """"""Given an array of positive integers a, return True if the interval is found within the array or False otherwise.
    The interval is the difference between the smallest and largest number in the array.
    For example:
    interval_exists([1, 2, 3, 4, 5, 6, 7, 8]) == True
    interval_exists([2, 4, 6, 8, 11]) == False
    interval_exists([10, 15, 30, 12, 20, 28]) == True
    """"""
"	interval_exists	"    interval = max(a) - min(a)
    return interval in a
"	"assert interval_exists([1, 2, 3, 4, 5, 6, 7, 8]) == True
assert interval_exists([2, 4, 6, 8, 11]) == False
assert interval_exists([10, 15, 30, 12, 20, 28]) == True
assert interval_exists([342, 3, 3432, 2, 876, 34, 8676]) == False
assert interval_exists([2, 3, 4, 5, 6, 7, 7, 8]) == True"
Natural2Code/75	"Please complete the following python function, with only one solution and no explanation and no example usage:
def Farhad_Milys_Trimming_Game(s: str) -> bool:
    """"""
    Farhad and Mily have a unique fascination with perfection. They've a collection of 'R' (Red) and 'G' (Green) balls. They have lined up those balls in a line.

    They've invented a game where they need to remove the outermost (left most and right most) balls while ensuring some rules. The rules are simple: remove a 'R' (Red ball) from the beginning and a 'G' (Green ball) from the end of the string. They repeat this process until they can't remove any more without violating the validity of the string.

    For example, given the string of balls 'RRGGRGG', they can perform the following steps:
    - Remove the outermost 'R' and 'G' to get 'RGGRG'.
    - Remove the outermost 'R' and 'G' again to get 'GGR'.

    Now, 'GGR' can't have any further outer balls removed without breaking the string's validity. Can you help Farhad and Mily with their unique trimming game, you need to return the outermost balls from the given string while maintaining its validity.

    
    Example Test Case:
    Farhad_Milys_Trimming_Game(""RRGGRGG"")


    Output:
    'GGR'

    """"""
"	Farhad_Milys_Trimming_Game	"    if not s:
      return s

    while s and s[0] == 'R' and s[-1] == 'G':
        s = s[1:-1]
    return s
"	"assert Farhad_Milys_Trimming_Game("""") == """"
assert Farhad_Milys_Trimming_Game(""RRGGRGG"") == ""GGR""
assert Farhad_Milys_Trimming_Game(""R"") == ""R""
assert Farhad_Milys_Trimming_Game(""RRGRGG"") == 'GR'
assert Farhad_Milys_Trimming_Game(""RGGGRR"") == 'RGGGRR'"
Natural2Code/76	"Please complete the following python function, with only one solution and no explanation and no example usage:
def fair_smash(nums: list[int]) -> int:
    """"""Alex and his friend Gordon found an array of integers and started fighting for it. The fight ended in a draw and they decided to split the array fairly by smashing.
    A smash on an element e destroys it and separates the array into two parts, the first contains elements before e and the second contains the elements after.
    A smash is considered fair if the absolute difference between the sum of the two parts is minimal among all the possible smashes.
    Write a function that takes an array of at least 3 elements and returns the absolute difference of the sum of the two parts resulting from any fair smash.
    Neither Alex nor Gordon will consider a smash that results in a part with 0 elements fair.
    For example:
    fair_smash([1, 4, 5, 4, 1]) == 0
    fair_smash([1, 2, -3, 4]) == 0
    """"""
"	fair_smash	"    n = len(nums)
    # prefix sum array
    pre = [0]*n
    pre[0] = nums[0]
    for i in range(1, n):
        pre[i] = pre[i -1] + nums[i]
    # suffix sum array
    suf = [0]*n
    suf[n -1] = nums[n -1]
    for i in range(n -2, -1, -1):
        suf[i] = suf[i +1] + nums[i]
    # Smashing
    return min([abs(suf[i +1] - pre[i -1]) for i in range(1, n-1)])
"	"assert fair_smash([1, 1099, 1]) == 0
assert fair_smash([0, -9, 65, -13, -14, 77]) == 7
assert fair_smash([101, 55, 15, -35, -23, -110]) == 246
assert fair_smash([1, 2, -3, 6, -7]) == 4
assert fair_smash([-100, 0, 100]) == 200"
Natural2Code/77	"Please complete the following python function, with only one solution and no explanation and no example usage:
def smallest_xor_sum(a: int, b: int) -> int:
    """"""Given two integers 'a' and 'b' (1 <= a,b <= 1e9), return the smallest possible value of (a ⊕ x ) + (b ⊕ x) for any given 'x', where ⊕ denotes the bitwise operation.
    For example:
    smallest_xor_sum(1, 1) == 0
    smallest_xor_sum(6, 12) == 10
    smallest_xor_sum(59, 832) == 891
    """"""
"	smallest_xor_sum	"    x = a & b
    return (a ^ x ) + (b ^ x)
"	"assert smallest_xor_sum(11, 45) == 38
assert smallest_xor_sum(42, 39) == 13
assert smallest_xor_sum(999, 123) == 924
assert smallest_xor_sum(100, 1000) == 908
assert smallest_xor_sum(777, 777) == 0"
Natural2Code/78	"Please complete the following python function, with only one solution and no explanation and no example usage:
def malfunction_fix(nums: list[float]) -> list[float]:
    """"""Bob has finally made the decision to diet and even purchased a scale to monitor his progress.
    After some records, he learned that the scale had a bug, it sometimes reduces the weight by an arbitrary amount, which leads to fake conclusions about his progress.
    As Bob did not actually stick to his diet, he could easily tell the erroneous readings.
    Bob will treat the first reading as ground truth and compare newer readings against it. If any reading is < the first reading, Bob considers it an erroneous reading and will remove it from his records.
    Given a non-empty list of records sorted in chronological order (older to newer), return the list of records after erasing those caused by an error of the scale.
    For example:
    malfunction_fix([50, 44, 40, 49, 75, 3, 77, 101]) == [50, 75, 77, 101]
    """"""
"	malfunction_fix	"    T=nums[0]
    return [num for num in nums if num >= T]
"	"assert malfunction_fix([56, -100, -10, 5, 78, 134, 200]) == [56, 78, 134, 200]
assert malfunction_fix([70.5, -55, 81.8, 0, 90.17]) == [70.5, 81.8, 90.17]
assert malfunction_fix([100.001, 55.5, 10.5, 13.55]) == [100.001,]
assert malfunction_fix([177.5]) == [177.5]
assert malfunction_fix([10, 20, 0, 30, -10, -31]) == [10, 20, 30]"
Natural2Code/79	"Please complete the following python function, with only one solution and no explanation and no example usage:
def right_shift(lst, n: int):  
    """"""
    Given a nonempty list and a positive integer n.
    Shift the list to the right by n and return it.
    For example:
    rotate_permutation([1, 2, 3], 1) == [3, 1, 2]
    """"""
"	right_shift	"    ans = []
    x = len(lst)
    n %= x
    for i in range(x - n, x):
        ans.append(lst[i])
    for i in range(0, x - n):
        ans.append(lst[i])
    return ans
"	"assert right_shift([1, 2], 2) == [1, 2]
assert right_shift([1, 2, 3, 4, 5, 6, 7], 5) == [3, 4, 5, 6, 7, 1, 2]
assert right_shift([3, 4, 5, 12, 50], 2) == [12, 50, 3, 4, 5]
assert right_shift([1, 2, 3, 4, 5, 6], 13) == [6, 1, 2, 3, 4, 5]
assert right_shift([1], 20) == [1]"
Natural2Code/80	"Please complete the following python function, with only one solution and no explanation and no example usage:
def split_on_vowels(test_string: str) -> list[str]:
    """"""
    Given a string test_string, split the string into substrings whenever vowels are encountered.
    Return the list of these substring.
    For example:
    split_on_vowels('') == []
    split_on_vowels('abcdefghi') == ['bcd', 'fgh']
    split_on_vowels('bAcEdIfOgUUhajekilomun') == ['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm', 'n']
    """"""
"	split_on_vowels	"
    vowels = 'aeiouAEIOU'
    result = []
    substring =''

    for char in test_string:
        if char in vowels:
            if substring != '':
                result.append(substring)
                substring = ''
        else:
            substring += char

    if substring != '':
        result.append(substring)

    return result
        
"	"assert split_on_vowels('AEIOU') == []
assert split_on_vowels('1357') == ['1357']
assert split_on_vowels('Xxyz1@') == ['Xxyz1@']
assert split_on_vowels('ABEFIJOPUV') == ['B', 'F', 'J', 'P', 'V']
assert split_on_vowels('abefijopuv') == ['b', 'f', 'j', 'p', 'v']
assert split_on_vowels('randomTEST') == ['r', 'nd', 'mT', 'ST']"
Natural2Code/81	"Please complete the following python function, with only one solution and no explanation and no example usage:
def positive_same_parity(lst):

    """"""
    Given a list of only positive integers (lst) of length n.
    Create a new list of the same length (lst2) such that lst2[i] equal lst[i] or lst[i] - lst[j] such that (1 <= j <= n)
    Determine if you can create a new list such that all the numbers in it are greater than zero and either all even or all odd.
    Return True if yes and False if no.

    For example: 
    positive_same_parity([2, 6, 8, 4, 3]) == False
    positive_same_parity([1, 4, 7, 6, 9]) == True
    """"""
"	positive_same_parity	"
    even = False
    odd = False
    mn = 1000000000
    for x in lst:
        mn = min(mn, x)
        if x % 2 == 0:
            even = True
        else:
            odd = True

    if even and odd == False:
        return True
    elif even == False and odd:
        return True
    elif mn % 2 == 1:
        return True
    else:
        return False
"	"assert positive_same_parity([1, 2, 3, 4]) == True
assert positive_same_parity([1, 3, 5]) == True
assert positive_same_parity([4, 6, 9]) == False
assert positive_same_parity([5, 26, 13, 9, 10000001, 11, 3]) == True
assert positive_same_parity([2, 5, 5, 4]) == False"
Natural2Code/82	"Please complete the following python function, with only one solution and no explanation and no example usage:
def remove_nums(num_list: list) -> list:
  """"""Given number array. Remove and print every third number from a list of numbers until the list becomes empty.
  For example:
  remove_nums([10,20,30,40,50,60,70,80,90]) == [30, 60, 90, 40, 80, 50, 20, 70, 10]
  remove_nums([5,6,7,8,9,10,11,12]) == [7, 10, 5, 9, 6, 12, 8, 11]
  remove_nums([90,80,70,60,50,40,30,20]) == [70, 40, 90, 50, 80, 20, 60, 30]
  """"""
"	remove_nums	"  pos = 3 - 1
  idx = 0
  len_list = (len(num_list))
  res = []
  while len_list > 0:
    idx = (pos + idx) % len_list
    res.append(num_list.pop(idx))
    len_list -= 1

  return res
"	"assert remove_nums([10,20,30,40,50,60,70,80,90]) == [30, 60, 90, 40, 80, 50, 20, 70, 10]
assert remove_nums([5,6,7,8,9,10,11,12]) == [7, 10, 5, 9, 6, 12, 8, 11]
assert remove_nums([90,80,70,60,50,40,30,20]) == [70, 40, 90, 50, 80, 20, 60, 30]
assert remove_nums([10,20]) == [10, 20]
assert remove_nums([5,6,7]) == [7, 5, 6]"
Natural2Code/83	"Please complete the following python function, with only one solution and no explanation and no example usage:
def find_max_number_with_sum_n(n: int) -> str:
    """"""Given a positive integer n where (1 <= n <= 1000), return the maximum decimal number without zeroes and with no equal digits in a row, such that the sum of its digits n.
   For example:
    find_max_number_with_sum_n(1)  == ""1""
    find_max_number_with_sum_n(10) == ""1212121""
    find_max_number_with_sum_n(20) == ""2121212121212""
    """"""
"	find_max_number_with_sum_n	"    answer = """"
    remainder = n % 3
    quotient = n // 3
    if(remainder == 1):
        answer = '1' + '21' * (quotient)
    elif remainder == 0:
        answer =  '21' * quotient
    else:
        answer = '21' * quotient + '2'
    return answer
"	"assert find_max_number_with_sum_n(5)  == ""212""
assert find_max_number_with_sum_n(15) == ""2121212121""
assert find_max_number_with_sum_n(30) == ""21212121212121212121""
assert find_max_number_with_sum_n(45) == ""212121212121212121212121212121""
assert find_max_number_with_sum_n(70) == ""12121212121212121212121212121212121212121212121"""
Natural2Code/84	"Please complete the following python function, with only one solution and no explanation and no example usage:
def hamming_distance(a: int , b: int) -> int:
    """"""Given two integers a and b , find their hamming distance , which is
    defined as the count of bits that are different at the same index in both 
    numbers.
    hamming_distance(1,1)  == 0
    hamming_distance(25,22)  == 4
    """"""
"	hamming_distance	"    c = a ^ b
    set_bits_count = bin(c).count('1')
    return set_bits_count 
"	"assert hamming_distance(1 << 31, 1 << 10) == 2
assert hamming_distance(125, 133) == 5
assert hamming_distance(109234, 109241) == 3"
